PO_ID,ProductID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,QuantityReceived,UnitCost,TotalCost,Status,DelayDays
PO002105,PROD0056,SUP019,WH01,27-03-2025,02-04-2025,03-04-2025,192,192,51.58,9903.36,Delivered,1
PO002106,PROD0056,SUP019,WH01,29-04-2025,05-05-2025,07-05-2025,192,192,51.58,9903.36,Delivered,2
PO002107,PROD0056,SUP019,WH01,25-05-2025,31-05-2025,31-05-2025,192,192,51.58,9903.36,Delivered,0
PO002108,PROD0056,SUP019,WH01,21-06-2025,27-06-2025,29-06-2025,192,192,51.58,9903.36,Delivered,2
PO002109,PROD0056,SUP019,WH01,17-07-2025,23-07-2025,24-07-2025,192,192,51.58,9903.36,Delivered,1
PO002110,PROD0056,SUP019,WH01,14-08-2025,20-08-2025,20-08-2025,192,192,51.58,9903.36,Delivered,0
PO002111,PROD0056,SUP019,WH01,15-09-2025,21-09-2025,21-09-2025,192,192,51.58,9903.36,Delivered,0
PO002112,PROD0056,SUP019,WH01,23-10-2025,29-10-2025,31-10-2025,192,192,51.58,9903.36,Delivered,2
PO002113,PROD0056,SUP019,WH01,04-12-2025,10-12-2025,10-12-2025,192,192,51.58,9903.36,Delivered,0
PO002114,PROD0057,SUP013,WH03,03-01-2025,15-01-2025,16-01-2025,149,149,52.6,7837.4,Delivered,1
PO002115,PROD0057,SUP013,WH03,12-02-2025,24-02-2025,26-02-2025,149,149,52.6,7837.4,Delivered,2
PO002116,PROD0057,SUP013,WH03,23-03-2025,04-04-2025,05-04-2025,149,149,52.6,7837.4,Delivered,1
PO002117,PROD0057,SUP013,WH03,29-04-2025,11-05-2025,11-05-2025,149,131,52.6,7837.4,Partial - Defect/Shortage,0
PO002118,PROD0057,SUP013,WH03,01-06-2025,13-06-2025,13-06-2025,149,149,52.6,7837.4,Delivered,0
PO002119,PROD0057,SUP013,WH03,08-07-2025,20-07-2025,21-07-2025,149,149,52.6,7837.4,Delivered,1
PO002120,PROD0057,SUP013,WH03,09-08-2025,21-08-2025,22-08-2025,149,149,52.6,7837.4,Delivered,1
PO002121,PROD0057,SUP013,WH03,13-09-2025,25-09-2025,27-09-2025,149,149,52.6,7837.4,Delivered,2
PO002122,PROD0057,SUP013,WH03,12-10-2025,24-10-2025,26-10-2025,149,149,52.6,7837.4,Delivered,2
PO002123,PROD0057,SUP013,WH03,07-11-2025,19-11-2025,21-11-2025,149,149,52.6,7837.4,Delivered,2
PO002124,PROD0057,SUP013,WH03,03-12-2025,15-12-2025,15-12-2025,149,129,52.6,7837.4,Partial - Defect/Shortage,0
PO002125,PROD0057,SUP013,WH03,23-12-2025,04-01-2026,05-01-2026,149,149,52.6,7837.4,Delivered,1
PO002126,PROD0057,SUP013,WH03,24-12-2025,05-01-2026,06-01-2026,149,149,52.6,7837.4,Delivered,1
PO002127,PROD0057,SUP013,WH03,25-12-2025,06-01-2026,07-01-2026,149,149,52.6,7837.4,Delivered,1
PO002128,PROD0057,SUP013,WH03,26-12-2025,07-01-2026,18-01-2026,149,149,52.6,7837.4,Delivered,11
PO002129,PROD0057,SUP013,WH03,27-12-2025,08-01-2026,16-01-2026,149,149,52.6,7837.4,Delivered,8
PO002130,PROD0057,SUP013,WH03,28-12-2025,09-01-2026,10-01-2026,149,149,52.6,7837.4,Delivered,1
PO002131,PROD0057,SUP013,WH03,29-12-2025,10-01-2026,12-01-2026,149,149,52.6,7837.4,Delivered,2
PO002132,PROD0057,SUP013,WH03,30-12-2025,11-01-2026,11-01-2026,149,149,52.6,7837.4,Delivered,0
PO002133,PROD0057,SUP013,WH03,31-12-2025,12-01-2026,19-01-2026,149,149,52.6,7837.4,Delivered,7
PO002134,PROD0057,SUP013,WH01,10-01-2025,22-01-2025,22-01-2025,116,116,52.6,6101.6,Delivered,0
PO002135,PROD0057,SUP013,WH01,26-02-2025,10-03-2025,17-03-2025,116,116,52.6,6101.6,Delivered,7
PO002136,PROD0057,SUP013,WH01,09-04-2025,21-04-2025,22-04-2025,116,116,52.6,6101.6,Delivered,1
PO002137,PROD0057,SUP013,WH01,17-05-2025,29-05-2025,30-05-2025,116,116,52.6,6101.6,Delivered,1
PO002138,PROD0057,SUP013,WH01,20-06-2025,02-07-2025,02-07-2025,116,116,52.6,6101.6,Delivered,0
PO002139,PROD0057,SUP013,WH01,28-07-2025,09-08-2025,09-08-2025,116,116,52.6,6101.6,Delivered,0
PO002140,PROD0057,SUP013,WH01,29-08-2025,10-09-2025,10-09-2025,116,116,52.6,6101.6,Delivered,0
PO002141,PROD0057,SUP013,WH01,01-10-2025,13-10-2025,13-10-2025,116,116,52.6,6101.6,Delivered,0
PO002142,PROD0057,SUP013,WH01,30-10-2025,11-11-2025,11-11-2025,116,104,52.6,6101.6,Partial - Defect/Shortage,0
PO002143,PROD0057,SUP013,WH01,22-11-2025,04-12-2025,04-12-2025,116,116,52.6,6101.6,Delivered,0
PO002144,PROD0057,SUP013,WH01,16-12-2025,28-12-2025,30-12-2025,116,116,52.6,6101.6,Delivered,2
PO002145,PROD0057,SUP013,WH02,03-01-2025,15-01-2025,17-01-2025,123,123,52.6,6469.8,Delivered,2
PO002146,PROD0057,SUP013,WH02,18-02-2025,02-03-2025,04-03-2025,123,123,52.6,6469.8,Delivered,2
PO002147,PROD0057,SUP013,WH02,27-03-2025,08-04-2025,10-04-2025,123,123,52.6,6469.8,Delivered,2
PO002148,PROD0057,SUP013,WH02,04-05-2025,16-05-2025,16-05-2025,123,123,52.6,6469.8,Delivered,0
PO002149,PROD0057,SUP013,WH02,10-06-2025,22-06-2025,22-06-2025,123,123,52.6,6469.8,Delivered,0
PO002150,PROD0057,SUP013,WH02,19-07-2025,31-07-2025,31-07-2025,123,123,52.6,6469.8,Delivered,0
PO002151,PROD0057,SUP013,WH02,19-08-2025,31-08-2025,01-09-2025,123,115,52.6,6469.8,Partial - Defect/Shortage,1
PO002152,PROD0057,SUP013,WH02,15-09-2025,27-09-2025,01-10-2025,123,123,52.6,6469.8,Delivered,4
PO002153,PROD0057,SUP013,WH02,16-10-2025,28-10-2025,30-10-2025,123,123,52.6,6469.8,Delivered,2
PO002154,PROD0057,SUP013,WH02,07-11-2025,19-11-2025,19-11-2025,123,123,52.6,6469.8,Delivered,0
PO002155,PROD0057,SUP013,WH02,30-11-2025,12-12-2025,12-12-2025,123,123,52.6,6469.8,Delivered,0
PO002156,PROD0057,SUP013,WH02,21-12-2025,02-01-2026,04-01-2026,123,123,52.6,6469.8,Delivered,2
PO002157,PROD0057,SUP013,WH02,22-12-2025,03-01-2026,03-01-2026,123,123,52.6,6469.8,Delivered,0
PO002158,PROD0057,SUP013,WH02,23-12-2025,04-01-2026,04-01-2026,123,114,52.6,6469.8,Partial - Defect/Shortage,0
PO002159,PROD0057,SUP013,WH02,24-12-2025,05-01-2026,07-01-2026,123,123,52.6,6469.8,Delivered,2
PO002160,PROD0057,SUP013,WH02,25-12-2025,06-01-2026,08-01-2026,123,123,52.6,6469.8,Delivered,2
PO002161,PROD0057,SUP013,WH02,26-12-2025,07-01-2026,09-01-2026,123,123,52.6,6469.8,Delivered,2
PO002162,PROD0057,SUP013,WH02,27-12-2025,08-01-2026,09-01-2026,123,123,52.6,6469.8,Delivered,1
PO002163,PROD0057,SUP013,WH02,28-12-2025,09-01-2026,22-01-2026,123,123,52.6,6469.8,Delivered,13
PO002164,PROD0057,SUP013,WH02,29-12-2025,10-01-2026,10-01-2026,123,123,52.6,6469.8,Delivered,0
PO002165,PROD0057,SUP013,WH02,30-12-2025,11-01-2026,13-01-2026,123,123,52.6,6469.8,Delivered,2
PO002166,PROD0057,SUP013,WH02,31-12-2025,12-01-2026,14-01-2026,123,123,52.6,6469.8,Delivered,2
PO002167,PROD0058,SUP010,WH01,08-01-2025,22-01-2025,24-01-2025,1895,1895,6.99,13246.05,Delivered,2
PO002168,PROD0058,SUP010,WH01,12-02-2025,26-02-2025,28-02-2025,1895,1895,6.99,13246.05,Delivered,2
PO002169,PROD0058,SUP010,WH01,17-03-2025,31-03-2025,01-04-2025,1895,1895,6.99,13246.05,Delivered,1
PO002170,PROD0058,SUP010,WH01,16-04-2025,30-04-2025,30-04-2025,1895,1714,6.99,13246.05,Partial - Defect/Shortage,0
PO002171,PROD0058,SUP010,WH01,19-05-2025,02-06-2025,04-06-2025,1895,1895,6.99,13246.05,Delivered,2
PO002172,PROD0058,SUP010,WH01,20-06-2025,04-07-2025,06-07-2025,1895,1895,6.99,13246.05,Delivered,2
PO002173,PROD0058,SUP010,WH01,29-07-2025,12-08-2025,13-08-2025,1895,1895,6.99,13246.05,Delivered,1
PO002174,PROD0058,SUP010,WH01,04-09-2025,18-09-2025,30-09-2025,1895,1895,6.99,13246.05,Delivered,12
PO002175,PROD0058,SUP010,WH01,21-10-2025,04-11-2025,06-11-2025,1895,1895,6.99,13246.05,Delivered,2
PO002176,PROD0058,SUP010,WH01,20-11-2025,04-12-2025,06-12-2025,1895,1895,6.99,13246.05,Delivered,2
PO002177,PROD0058,SUP010,WH01,20-12-2025,03-01-2026,04-01-2026,1895,1895,6.99,13246.05,Delivered,1
PO002178,PROD0058,SUP010,WH01,21-12-2025,04-01-2026,05-01-2026,1895,1895,6.99,13246.05,Delivered,1
PO002179,PROD0058,SUP010,WH01,22-12-2025,05-01-2026,05-01-2026,1895,1895,6.99,13246.05,Delivered,0
PO002180,PROD0058,SUP010,WH01,23-12-2025,06-01-2026,08-01-2026,1895,1895,6.99,13246.05,Delivered,2
PO002181,PROD0058,SUP010,WH01,24-12-2025,07-01-2026,17-01-2026,1895,1895,6.99,13246.05,Delivered,10
PO002182,PROD0058,SUP010,WH01,25-12-2025,08-01-2026,08-01-2026,1895,1895,6.99,13246.05,Delivered,0
PO002183,PROD0058,SUP010,WH01,26-12-2025,09-01-2026,16-01-2026,1895,1895,6.99,13246.05,Delivered,7
PO002184,PROD0058,SUP010,WH01,27-12-2025,10-01-2026,14-01-2026,1895,1895,6.99,13246.05,Delivered,4
PO002185,PROD0058,SUP010,WH01,28-12-2025,11-01-2026,23-01-2026,1895,1895,6.99,13246.05,Delivered,12
PO002186,PROD0058,SUP010,WH01,29-12-2025,12-01-2026,12-01-2026,1895,1895,6.99,13246.05,Delivered,0
PO002187,PROD0058,SUP010,WH01,30-12-2025,13-01-2026,15-01-2026,1895,1895,6.99,13246.05,Delivered,2
PO002188,PROD0058,SUP010,WH01,31-12-2025,14-01-2026,15-01-2026,1895,1895,6.99,13246.05,Delivered,1
PO002189,PROD0058,SUP010,WH03,01-01-2025,15-01-2025,29-01-2025,1387,1387,6.99,9695.13,Delivered,14
PO002190,PROD0058,SUP010,WH03,18-02-2025,04-03-2025,05-03-2025,1387,1387,6.99,9695.13,Delivered,1
PO002191,PROD0058,SUP010,WH03,31-03-2025,14-04-2025,24-04-2025,1387,1387,6.99,9695.13,Delivered,10
PO002192,PROD0058,SUP010,WH03,14-05-2025,28-05-2025,28-05-2025,1387,1387,6.99,9695.13,Delivered,0
PO002193,PROD0058,SUP010,WH03,14-06-2025,28-06-2025,29-06-2025,1387,1387,6.99,9695.13,Delivered,1
PO002194,PROD0058,SUP010,WH03,18-07-2025,01-08-2025,01-08-2025,1387,1387,6.99,9695.13,Delivered,0
PO002195,PROD0058,SUP010,WH03,20-08-2025,03-09-2025,05-09-2025,1387,1387,6.99,9695.13,Delivered,2
PO002196,PROD0058,SUP010,WH03,23-09-2025,07-10-2025,07-10-2025,1387,1387,6.99,9695.13,Delivered,0
PO002197,PROD0058,SUP010,WH03,26-10-2025,09-11-2025,10-11-2025,1387,1387,6.99,9695.13,Delivered,1
PO002198,PROD0058,SUP010,WH03,26-11-2025,10-12-2025,11-12-2025,1387,1387,6.99,9695.13,Delivered,1
PO002199,PROD0058,SUP010,WH03,24-12-2025,07-01-2026,09-01-2026,1387,1387,6.99,9695.13,Delivered,2
PO002200,PROD0058,SUP010,WH03,25-12-2025,08-01-2026,09-01-2026,1387,1387,6.99,9695.13,Delivered,1
PO002201,PROD0058,SUP010,WH03,26-12-2025,09-01-2026,11-01-2026,1387,1387,6.99,9695.13,Delivered,2
PO002202,PROD0058,SUP010,WH03,27-12-2025,10-01-2026,11-01-2026,1387,1387,6.99,9695.13,Delivered,1
PO002203,PROD0058,SUP010,WH03,28-12-2025,11-01-2026,12-01-2026,1387,1225,6.99,9695.13,Partial - Defect/Shortage,1
PO002204,PROD0058,SUP010,WH03,29-12-2025,12-01-2026,13-01-2026,1387,1387,6.99,9695.13,Delivered,1
PO002205,PROD0058,SUP010,WH03,30-12-2025,13-01-2026,15-01-2026,1387,1387,6.99,9695.13,Delivered,2
PO002206,PROD0058,SUP010,WH03,31-12-2025,14-01-2026,14-01-2026,1387,1387,6.99,9695.13,Delivered,0
PO002207,PROD0058,SUP010,WH04,09-01-2025,23-01-2025,24-01-2025,2156,2156,6.99,15070.44,Delivered,1
PO002208,PROD0058,SUP010,WH04,12-02-2025,26-02-2025,26-02-2025,2156,1905,6.99,15070.44,Partial - Defect/Shortage,0
PO002209,PROD0058,SUP010,WH04,17-03-2025,31-03-2025,02-04-2025,2156,2156,6.99,15070.44,Delivered,2
PO002210,PROD0058,SUP010,WH04,22-04-2025,06-05-2025,08-05-2025,2156,2156,6.99,15070.44,Delivered,2
PO002211,PROD0058,SUP010,WH04,25-05-2025,08-06-2025,12-06-2025,2156,2156,6.99,15070.44,Delivered,4
PO002212,PROD0058,SUP010,WH04,03-07-2025,17-07-2025,17-07-2025,2156,2156,6.99,15070.44,Delivered,0
PO002213,PROD0058,SUP010,WH04,06-08-2025,20-08-2025,20-08-2025,2156,2156,6.99,15070.44,Delivered,0
PO002214,PROD0058,SUP010,WH04,08-09-2025,22-09-2025,24-09-2025,2156,2156,6.99,15070.44,Delivered,2
PO002215,PROD0058,SUP010,WH04,19-10-2025,02-11-2025,03-11-2025,2156,2156,6.99,15070.44,Delivered,1
PO002216,PROD0058,SUP010,WH04,23-11-2025,07-12-2025,09-12-2025,2156,2156,6.99,15070.44,Delivered,2
PO002217,PROD0058,SUP010,WH04,22-12-2025,05-01-2026,07-01-2026,2156,2156,6.99,15070.44,Delivered,2
PO002218,PROD0058,SUP010,WH04,23-12-2025,06-01-2026,06-01-2026,2156,2156,6.99,15070.44,Delivered,0
PO002219,PROD0058,SUP010,WH04,24-12-2025,07-01-2026,19-01-2026,2156,2156,6.99,15070.44,Delivered,12
PO002220,PROD0058,SUP010,WH04,25-12-2025,08-01-2026,08-01-2026,2156,1984,6.99,15070.44,Partial - Defect/Shortage,0
PO002221,PROD0058,SUP010,WH04,26-12-2025,09-01-2026,09-01-2026,2156,2156,6.99,15070.44,Delivered,0
PO002222,PROD0058,SUP010,WH04,27-12-2025,10-01-2026,12-01-2026,2156,2156,6.99,15070.44,Delivered,2
PO002223,PROD0058,SUP010,WH04,28-12-2025,11-01-2026,12-01-2026,2156,2156,6.99,15070.44,Delivered,1
PO002224,PROD0058,SUP010,WH04,29-12-2025,12-01-2026,13-01-2026,2156,2156,6.99,15070.44,Delivered,1
PO002225,PROD0058,SUP010,WH04,30-12-2025,13-01-2026,14-01-2026,2156,2156,6.99,15070.44,Delivered,1
PO002226,PROD0058,SUP010,WH04,31-12-2025,14-01-2026,16-01-2026,2156,2156,6.99,15070.44,Delivered,2
PO002227,PROD0059,SUP012,WH03,16-01-2025,03-02-2025,13-02-2025,1150,1150,11.28,12972,Delivered,10
PO002228,PROD0059,SUP012,WH03,28-02-2025,18-03-2025,18-03-2025,1150,1104,11.28,12972,Partial - Defect/Shortage,0
PO002229,PROD0059,SUP012,WH03,04-04-2025,22-04-2025,30-04-2025,1150,1150,11.28,12972,Delivered,8
PO002230,PROD0059,SUP012,WH03,13-05-2025,31-05-2025,01-06-2025,1150,1150,11.28,12972,Delivered,1
PO002231,PROD0059,SUP012,WH03,16-06-2025,04-07-2025,06-07-2025,1150,1150,11.28,12972,Delivered,2
PO002232,PROD0059,SUP012,WH03,22-07-2025,09-08-2025,22-08-2025,1150,1150,11.28,12972,Delivered,13
PO002233,PROD0059,SUP012,WH03,02-09-2025,20-09-2025,22-09-2025,1150,1150,11.28,12972,Delivered,2
PO002234,PROD0059,SUP012,WH03,03-10-2025,21-10-2025,22-10-2025,1150,1096,11.28,12972,Partial - Defect/Shortage,1
PO002235,PROD0059,SUP012,WH03,06-11-2025,24-11-2025,24-11-2025,1150,1150,11.28,12972,Delivered,0
PO002236,PROD0059,SUP012,WH03,07-12-2025,25-12-2025,25-12-2025,1150,1150,11.28,12972,Delivered,0
PO002237,PROD0059,SUP012,WH02,09-01-2025,27-01-2025,28-01-2025,1262,1262,11.28,14235.36,Delivered,1
PO002238,PROD0059,SUP012,WH02,11-02-2025,01-03-2025,03-03-2025,1262,1262,11.28,14235.36,Delivered,2
PO002239,PROD0059,SUP012,WH02,18-03-2025,05-04-2025,05-04-2025,1262,1262,11.28,14235.36,Delivered,0
PO002240,PROD0059,SUP012,WH02,21-04-2025,09-05-2025,13-05-2025,1262,1138,11.28,14235.36,Partial - Defect/Shortage,4
PO002241,PROD0059,SUP012,WH02,21-05-2025,08-06-2025,16-06-2025,1262,1262,11.28,14235.36,Delivered,8
PO002242,PROD0059,SUP012,WH02,30-06-2025,18-07-2025,26-07-2025,1262,1262,11.28,14235.36,Delivered,8
PO002243,PROD0059,SUP012,WH02,08-08-2025,26-08-2025,27-08-2025,1262,1262,11.28,14235.36,Delivered,1
PO002244,PROD0059,SUP012,WH02,11-09-2025,29-09-2025,30-09-2025,1262,1262,11.28,14235.36,Delivered,1
PO002245,PROD0059,SUP012,WH02,16-10-2025,03-11-2025,16-11-2025,1262,1262,11.28,14235.36,Delivered,13
PO002246,PROD0059,SUP012,WH02,28-11-2025,16-12-2025,16-12-2025,1262,1262,11.28,14235.36,Delivered,0
PO002247,PROD0059,SUP012,WH02,27-12-2025,14-01-2026,21-01-2026,1262,1262,11.28,14235.36,Delivered,7
PO002248,PROD0059,SUP012,WH02,28-12-2025,15-01-2026,15-01-2026,1262,1262,11.28,14235.36,Delivered,0
PO002249,PROD0059,SUP012,WH02,29-12-2025,16-01-2026,17-01-2026,1262,1154,11.28,14235.36,Partial - Defect/Shortage,1
PO002250,PROD0059,SUP012,WH02,30-12-2025,17-01-2026,31-01-2026,1262,1262,11.28,14235.36,Delivered,14
PO002251,PROD0059,SUP012,WH02,31-12-2025,18-01-2026,20-01-2026,1262,1262,11.28,14235.36,Delivered,2
PO002252,PROD0060,SUP014,WH02,03-01-2025,10-01-2025,12-01-2025,394,394,102.56,40408.64,Delivered,2
PO002253,PROD0060,SUP014,WH02,12-02-2025,19-02-2025,19-02-2025,394,394,102.56,40408.64,Delivered,0
PO002254,PROD0060,SUP014,WH02,25-03-2025,01-04-2025,01-04-2025,394,394,102.56,40408.64,Delivered,0
PO002255,PROD0060,SUP014,WH02,28-04-2025,05-05-2025,05-05-2025,394,394,102.56,40408.64,Delivered,0
PO002256,PROD0060,SUP014,WH02,05-06-2025,12-06-2025,14-06-2025,394,394,102.56,40408.64,Delivered,2
PO002257,PROD0060,SUP014,WH02,13-07-2025,20-07-2025,30-07-2025,394,394,102.56,40408.64,Delivered,10
PO002258,PROD0060,SUP014,WH02,22-08-2025,29-08-2025,29-08-2025,394,394,102.56,40408.64,Delivered,0
PO002259,PROD0060,SUP014,WH02,25-09-2025,02-10-2025,04-10-2025,394,394,102.56,40408.64,Delivered,2
PO002260,PROD0060,SUP014,WH02,22-10-2025,29-10-2025,06-11-2025,394,394,102.56,40408.64,Delivered,8
PO002261,PROD0060,SUP014,WH02,21-11-2025,28-11-2025,09-12-2025,394,394,102.56,40408.64,Delivered,11
PO002262,PROD0060,SUP014,WH02,22-12-2025,29-12-2025,29-12-2025,394,394,102.56,40408.64,Delivered,0
PO002263,PROD0060,SUP014,WH03,04-01-2025,11-01-2025,11-01-2025,282,282,102.56,28921.92,Delivered,0
PO002264,PROD0060,SUP014,WH03,20-02-2025,27-02-2025,28-02-2025,282,282,102.56,28921.92,Delivered,1
PO002265,PROD0060,SUP014,WH03,03-04-2025,10-04-2025,11-04-2025,282,282,102.56,28921.92,Delivered,1
PO002266,PROD0060,SUP014,WH03,15-05-2025,22-05-2025,23-05-2025,282,282,102.56,28921.92,Delivered,1
PO002267,PROD0060,SUP014,WH03,22-06-2025,29-06-2025,29-06-2025,282,282,102.56,28921.92,Delivered,0
PO002268,PROD0060,SUP014,WH03,27-07-2025,03-08-2025,04-08-2025,282,282,102.56,28921.92,Delivered,1
PO002269,PROD0060,SUP014,WH03,31-08-2025,07-09-2025,08-09-2025,282,282,102.56,28921.92,Delivered,1
PO002270,PROD0060,SUP014,WH03,02-10-2025,09-10-2025,11-10-2025,282,282,102.56,28921.92,Delivered,2
PO002271,PROD0060,SUP014,WH03,31-10-2025,07-11-2025,16-11-2025,282,282,102.56,28921.92,Delivered,9
PO002272,PROD0060,SUP014,WH03,06-12-2025,13-12-2025,14-12-2025,282,282,102.56,28921.92,Delivered,1
PO002273,PROD0060,SUP014,WH03,31-12-2025,07-01-2026,09-01-2026,282,254,102.56,28921.92,Partial - Defect/Shortage,2
PO002274,PROD0060,SUP014,WH04,06-01-2025,13-01-2025,14-01-2025,291,291,102.56,29844.96,Delivered,1
PO002275,PROD0060,SUP014,WH04,21-02-2025,28-02-2025,14-03-2025,291,291,102.56,29844.96,Delivered,14
PO002276,PROD0060,SUP014,WH04,13-04-2025,20-04-2025,29-04-2025,291,281,102.56,29844.96,Partial - Defect/Shortage,9
PO002277,PROD0060,SUP014,WH04,29-05-2025,05-06-2025,07-06-2025,291,291,102.56,29844.96,Delivered,2
PO002278,PROD0060,SUP014,WH04,06-07-2025,13-07-2025,13-07-2025,291,291,102.56,29844.96,Delivered,0
PO002279,PROD0060,SUP014,WH04,07-08-2025,14-08-2025,16-08-2025,291,291,102.56,29844.96,Delivered,2
PO002280,PROD0060,SUP014,WH04,09-09-2025,16-09-2025,17-09-2025,291,291,102.56,29844.96,Delivered,1
PO002281,PROD0060,SUP014,WH04,11-10-2025,18-10-2025,19-10-2025,291,291,102.56,29844.96,Delivered,1
PO002282,PROD0060,SUP014,WH04,06-11-2025,13-11-2025,13-11-2025,291,291,102.56,29844.96,Delivered,0
PO002283,PROD0060,SUP014,WH04,01-12-2025,08-12-2025,08-12-2025,291,291,102.56,29844.96,Delivered,0
PO002284,PROD0060,SUP014,WH04,19-12-2025,26-12-2025,28-12-2025,291,291,102.56,29844.96,Delivered,2
PO002285,PROD0061,SUP007,WH01,05-01-2025,12-01-2025,14-01-2025,141,141,162.52,22915.32,Delivered,2
PO002286,PROD0061,SUP007,WH01,22-02-2025,01-03-2025,02-03-2025,141,141,162.52,22915.32,Delivered,1
PO002287,PROD0061,SUP007,WH01,24-03-2025,31-03-2025,02-04-2025,141,141,162.52,22915.32,Delivered,2
PO002288,PROD0061,SUP007,WH01,17-04-2025,24-04-2025,24-04-2025,141,141,162.52,22915.32,Delivered,0
PO002289,PROD0061,SUP007,WH01,14-05-2025,21-05-2025,22-05-2025,141,141,162.52,22915.32,Delivered,1
PO002290,PROD0061,SUP007,WH01,08-06-2025,15-06-2025,15-06-2025,141,141,162.52,22915.32,Delivered,0
PO002291,PROD0061,SUP007,WH01,11-07-2025,18-07-2025,18-07-2025,141,123,162.52,22915.32,Partial - Defect/Shortage,0
PO002292,PROD0061,SUP007,WH01,09-08-2025,16-08-2025,17-08-2025,141,141,162.52,22915.32,Delivered,1
PO002293,PROD0061,SUP007,WH01,11-09-2025,18-09-2025,20-09-2025,141,141,162.52,22915.32,Delivered,2
PO002294,PROD0061,SUP007,WH01,15-10-2025,22-10-2025,22-10-2025,141,141,162.52,22915.32,Delivered,0
PO002295,PROD0061,SUP007,WH01,23-11-2025,30-11-2025,01-12-2025,141,141,162.52,22915.32,Delivered,1
PO002296,PROD0061,SUP007,WH02,05-01-2025,12-01-2025,12-01-2025,157,157,162.52,25515.64,Delivered,0
PO002297,PROD0061,SUP007,WH02,22-02-2025,01-03-2025,03-03-2025,157,157,162.52,25515.64,Delivered,2
PO002298,PROD0061,SUP007,WH02,27-03-2025,03-04-2025,03-04-2025,157,157,162.52,25515.64,Delivered,0
PO002299,PROD0061,SUP007,WH02,22-04-2025,29-04-2025,01-05-2025,157,157,162.52,25515.64,Delivered,2
PO002300,PROD0061,SUP007,WH02,19-05-2025,26-05-2025,27-05-2025,157,145,162.52,25515.64,Partial - Defect/Shortage,1
PO002301,PROD0061,SUP007,WH02,08-06-2025,15-06-2025,16-06-2025,157,157,162.52,25515.64,Delivered,1
PO002302,PROD0061,SUP007,WH02,07-07-2025,14-07-2025,15-07-2025,157,157,162.52,25515.64,Delivered,1
PO002303,PROD0061,SUP007,WH02,04-08-2025,11-08-2025,12-08-2025,157,157,162.52,25515.64,Delivered,1
PO002304,PROD0061,SUP007,WH02,05-09-2025,12-09-2025,14-09-2025,157,157,162.52,25515.64,Delivered,2
PO002305,PROD0061,SUP007,WH02,12-10-2025,19-10-2025,19-10-2025,157,157,162.52,25515.64,Delivered,0
PO002306,PROD0061,SUP007,WH02,21-11-2025,28-11-2025,02-12-2025,157,157,162.52,25515.64,Delivered,4
PO002307,PROD0061,SUP007,WH03,01-01-2025,08-01-2025,08-01-2025,115,115,162.52,18689.8,Delivered,0
PO002308,PROD0061,SUP007,WH03,17-02-2025,24-02-2025,24-02-2025,115,115,162.52,18689.8,Delivered,0
PO002309,PROD0061,SUP007,WH03,20-03-2025,27-03-2025,29-03-2025,115,115,162.52,18689.8,Delivered,2
PO002310,PROD0061,SUP007,WH03,14-04-2025,21-04-2025,22-04-2025,115,115,162.52,18689.8,Delivered,1
PO002311,PROD0061,SUP007,WH03,15-05-2025,22-05-2025,22-05-2025,115,115,162.52,18689.8,Delivered,0
PO002312,PROD0061,SUP007,WH03,12-06-2025,19-06-2025,19-06-2025,115,115,162.52,18689.8,Delivered,0
PO002313,PROD0061,SUP007,WH03,12-07-2025,19-07-2025,19-07-2025,115,115,162.52,18689.8,Delivered,0
PO002314,PROD0061,SUP007,WH03,10-08-2025,17-08-2025,30-08-2025,115,115,162.52,18689.8,Delivered,13
PO002315,PROD0061,SUP007,WH03,25-09-2025,02-10-2025,02-10-2025,115,115,162.52,18689.8,Delivered,0
PO002316,PROD0061,SUP007,WH03,02-11-2025,09-11-2025,09-11-2025,115,115,162.52,18689.8,Delivered,0
PO002317,PROD0061,SUP007,WH03,14-12-2025,21-12-2025,22-12-2025,115,115,162.52,18689.8,Delivered,1
PO002318,PROD0061,SUP007,WH04,04-01-2025,11-01-2025,12-01-2025,170,170,162.52,27628.4,Delivered,1
PO002319,PROD0061,SUP007,WH04,17-02-2025,24-02-2025,24-02-2025,170,170,162.52,27628.4,Delivered,0
PO002320,PROD0061,SUP007,WH04,25-03-2025,01-04-2025,01-04-2025,170,170,162.52,27628.4,Delivered,0
PO002321,PROD0061,SUP007,WH04,18-04-2025,25-04-2025,26-04-2025,170,170,162.52,27628.4,Delivered,1
PO002322,PROD0061,SUP007,WH04,12-05-2025,19-05-2025,21-05-2025,170,170,162.52,27628.4,Delivered,2
PO002323,PROD0061,SUP007,WH04,08-06-2025,15-06-2025,17-06-2025,170,170,162.52,27628.4,Delivered,2
PO002324,PROD0061,SUP007,WH04,04-07-2025,11-07-2025,12-07-2025,170,170,162.52,27628.4,Delivered,1
PO002325,PROD0061,SUP007,WH04,02-08-2025,09-08-2025,10-08-2025,170,170,162.52,27628.4,Delivered,1
PO002326,PROD0061,SUP007,WH04,04-09-2025,11-09-2025,11-09-2025,170,170,162.52,27628.4,Delivered,0
PO002327,PROD0061,SUP007,WH04,08-10-2025,15-10-2025,16-10-2025,170,170,162.52,27628.4,Delivered,1
